zipcode,Year,flood_count,max_severity,median_dead,median_displaced,median_duration,median_area,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
01749,2018,1,1.5,0.0,0.0,2.0,5095.45,6.2,468.17,230.13,164.19
03448,2005,1,2.0,11.0,3000.0,9.0,38291.77,0.5,122.27,,
03903,2006,1,2.0,1.0,2500.0,11.0,42910.99,3.83,314.67,214.37,164.46
05680,2002,1,1.0,0.0,0.0,2.0,11377.32,5.12,105.12,,
06023,1992,1,1.0,0.0,250.0,1.0,4609.14,,100.0,,94.52
07753,2011,1,2.0,20.0,370000.0,17.0,252912.89,-7.22,562.36,194.21,161.89
08068,2016,1,1.5,8.0,0.0,3.0,12448.8,-2.62,168.88,,149.08
08088,2004,1,2.0,0.0,500.0,3.0,2441.81,14.87,395.73,163.53,144.36
10506,2018,1,1.5,0.0,0.0,4.0,7688.76,8.49,208.88,,136.77
14561,2002,1,2.0,0.0,0.0,2.0,5261.39,1.63,127.62,,104.15
17036,2018,1,1.5,1.0,0.0,1.0,25377.62,4.3,265.31,187.85,152.03
18702,2002,1,1.0,0.0,0.0,2.0,654.578,0.53,247.43,137.86,111.84
19061,2003,1,1.0,0.0,200.0,1.0,2826.32,6.58,299.18,129.4,121.21
19142,2012,1,2.0,65.0,0.0,5.0,293995.06,1.27,368.78,182.13,161.46
19144,1998,1,1.0,0.0,124.0,2.0,15355.36,-2.1,265.62,105.49,86.42
19355,1991,1,1.0,0.0,200.0,2.0,2578.11,-1.12,243.48,98.88,81.71
19522,2006,1,2.0,11.0,65000.0,6.0,122594.39,10.54,242.57,174.04,158.21
19605,1987,1,1.0,1.0,120.0,1.0,12008.56,9.23,106.03,78.39,73.91
21042,2018,1,2.0,1.0,200.0,1.0,1507.96,2.98,713.37,239.66,193.3
21108,2019,1,1.5,2.0,100.0,2.0,25782.65,0.58,577.6,234.87,196.67
21770,2016,1,2.0,2.0,0.0,1.0,4161.4,6.1,285.13,191.91,165.86
21783,1996,1,1.0,0.0,0.0,20.0,18336.02,1.5,103.21,103.21,84.48
23832,2004,1,1.0,7.0,0.0,2.0,10713.94,10.21,336.91,158.11,128.99
23901,2003,1,1.0,7.0,2500.0,6.0,171199.17,3.74,139.27,,112.11
25661,2003,1,1.0,2.0,100.0,3.0,42499.87,3.39,103.39,,
25705,2003,1,1.0,7.0,1500.0,6.0,60614.8,2.06,162.91,151.42,108.87
27349,2011,1,1.5,2.0,100.0,3.0,26044.85,-3.58,156.54,,114.8
27350,2020,1,2.0,7.0,0.0,10.0,48932.78,9.06,199.12,,145.28
28305,2018,1,2.0,12.0,1500000.0,17.0,95203.22,7.43,262.81,213.73,143.12
28466,2006,1,1.0,0.0,140.0,5.0,4560.17,8.38,165.19,,126.72
28901,2009,1,1.0,0.0,0.0,3.0,468142.06,-0.15,147.38,,
29108,1986,1,1.0,2.0,125.0,3.0,3757.12,,100.0,81.8,58.02
29142,2015,1,2.0,15.0,800.0,12.0,61355.23,-12.71,101.75,,
29340,2017,1,1.5,1.0,0.0,6.0,133033.09,5.91,183.96,,127.59
29341,2003,1,1.0,0.0,0.0,12.0,269996.83,1.49,155.44,,108.75
29605,2004,1,2.0,0.0,60.0,1.0,274.971,0.82,422.66,197.55,111.51
29860,2018,1,1.5,0.0,5000.0,2.0,289139.57,0.22,215.22,177.14,147.59
30075,2018,1,1.5,3.0,23000.0,4.0,221576.46,6.04,543.28,249.14,175.84
30103,2009,1,1.5,8.0,220.0,7.0,225395.01,-8.82,185.46,,125.23
30116,2021,1,1.5,15.0,0.0,2.0,545514.29,17.32,286.93,242.05,176.11
30439,1998,1,1.0,0.0,80.0,2.0,39686.6,10.31,124.7,,96.38
32351,1998,1,1.0,3.0,65.0,0.0,29738.8,,100.0,,94.01
32446,2009,1,1.5,0.0,0.0,1.0,82061.7,-4.85,201.26,,159.47
32466,2012,1,1.5,1.0,300.0,3.0,20116.97,6.02,162.32,,129.75
32570,1998,1,1.0,4.0,0.0,1.0,214764.31,3.07,136.02,,94.29
32693,2008,1,2.0,12.0,400.0,8.0,98478.89,-3.47,179.46,,
32744,2009,1,1.5,21.0,0.0,6.0,13738.76,-21.57,241.45,,190.08
33076,1991,1,1.0,0.0,0.0,5.0,10405.21,-0.77,91.68,99.23,89.74
33332,1989,1,1.0,7.0,4000.0,1.0,25065.05,9.64,238.36,92.82,65.91
33440,1995,1,1.0,0.0,600.0,15.0,34849.1,3.9,114.82,96.09,79.43
33572,1988,1,2.0,7.0,1000.0,3.0,6517.48,9.63,215.68,94.98,68.39
33825,2004,1,1.0,16.0,300.0,9.0,308986.37,19.08,179.59,,146.95
34266,2003,1,1.0,0.0,250.0,6.0,18773.56,11.15,154.34,,130.76
34433,2012,1,2.0,3.0,17000.0,10.0,67994.98,-6.86,125.7,,115.73
34602,1998,1,2.0,0.0,560.0,4.0,19146.28,6.65,112.6,,91.5
34756,2017,1,2.0,84.0,3000.0,11.0,219532.85,6.55,242.64,,182.47
34956,2014,1,1.0,0.0,0.0,1.0,8447.1,43.72,137.0,,
35475,2021,1,1.0,1.0,0.0,2.0,5985.94,9.9,264.43,,171.05
36022,1998,1,2.0,11.0,18000.0,6.0,185209.85,4.73,126.83,,97.33
36051,2020,1,2.0,0.0,0.0,3.0,193717.87,7.29,128.93,,
36066,2009,1,1.0,0.0,0.0,3.0,314990.21,-0.86,174.23,175.73,132.34
36067,2021,1,1.5,4.0,0.0,3.0,35416.48,8.47,197.28,,149.22
37029,2010,1,1.0,30.0,8000.0,3.0,79123.97,-5.07,182.49,,115.33
37034,2019,1,1.5,2.0,0.0,3.0,138726.87,7.13,271.64,,211.11
37046,2021,1,2.0,22.0,0.0,2.0,31230.27,10.22,393.08,,249.67
37110,2002,1,1.0,6.0,0.0,6.0,87111.92,1.37,140.16,,104.96
37397,2003,1,2.0,3.0,2000.0,8.0,313672.72,-2.1,122.33,,111.29
38134,2001,1,1.0,1.0,400.0,9.0,132283.24,4.17,275.38,136.2,104.17
38651,2007,1,1.0,24.0,0.0,19.0,434387.22,2.43,197.13,197.13,132.67
38668,2002,1,1.0,3.0,0.0,2.0,11708.02,2.83,152.83,,107.96
39301,2003,1,2.0,0.0,100.0,3.0,83502.65,-0.83,139.71,,106.62
39571,2012,1,1.5,1.0,60000.0,10.0,83938.23,-3.88,215.11,237.04,129.56
39823,2014,1,2.0,1.0,200.0,1.0,260469.81,-3.02,106.81,,
39845,2002,1,1.0,0.0,0.0,3.0,5643.54,-1.99,98.01,,
40045,2004,1,1.0,2.0,60.0,12.0,167998.11,1.68,127.41,,
40067,2005,1,2.0,3.0,4000.0,27.0,285908.88,5.61,186.07,,121.4
40347,2003,1,1.0,2.0,0.0,0.0,10537.09,4.8,149.59,,111.63
40380,2004,1,1.0,3.0,0.0,5.0,59887.68,8.32,179.9,,123.21
41031,2017,1,1.5,1.0,10.0,1.0,3337.42,8.99,188.58,,133.67
41143,2003,1,1.0,0.0,200.0,1.0,4845.05,5.99,118.41,,112.79
41164,2015,1,1.5,3.0,0.0,3.0,44261.07,8.2,124.06,,
42003,2006,1,1.0,6.0,0.0,3.0,17035.91,2.24,202.38,172.83,120.34
42058,2008,1,1.0,13.0,0.0,12.0,337703.28,4.17,145.17,,135.68
42159,2015,1,1.5,0.0,0.0,13.0,56870.12,1.4,126.0,,
43119,1990,1,1.0,0.0,3500.0,3.0,177858.71,3.57,172.96,100.0,70.6
43229,1999,1,1.0,0.0,0.0,6.0,21898.24,2.98,284.38,133.91,95.33
43230,1991,1,1.0,4.0,0.0,1.0,210359.75,3.43,228.89,103.43,74.91
44046,2006,1,1.0,1.0,600.0,3.0,4721.61,7.54,182.22,,119.59
44401,2003,1,1.0,3.0,1000.0,7.0,12173.27,-0.68,163.57,,112.16
44904,1987,1,2.0,0.0,2100.0,1.0,11883.86,3.5,126.2,84.96,58.48
45042,1998,1,1.0,0.0,0.0,2.0,70592.46,1.55,259.13,138.91,92.0
45053,2015,1,1.0,2.0,0.0,2.0,161572.75,-8.64,201.08,173.88,104.07
45064,2001,1,2.0,3.0,0.0,1.0,1713.61,2.75,162.43,,102.75
45146,2020,1,1.5,8.0,30.0,12.0,126521.34,17.38,153.61,,141.56
46121,2003,1,2.0,1.0,500.0,8.0,32128.23,5.15,134.89,,111.61
46229,2003,1,2.0,3.0,1200.0,16.0,150549.91,-0.12,218.75,142.36,107.87
46390,2006,1,1.0,2.0,0.0,3.0,6787.66,4.68,185.46,,125.71
47408,1999,1,1.0,0.0,0.0,6.0,18264.99,2.0,188.54,144.1,99.0
47959,2008,1,1.5,0.0,150.0,6.0,118976.95,-1.75,133.89,,
48025,2014,1,2.0,1.0,0.0,9.0,11462.27,12.28,458.59,199.14,110.37
48430,1997,1,1.0,16.0,0.0,3.0,16278.89,8.28,352.21,149.19,84.97
48806,2020,1,2.0,0.0,10000.0,2.0,6215.87,,162.79,,137.13
49031,2018,1,1.5,2.0,50.0,2.0,71930.31,5.29,419.55,313.89,155.01
49269,2009,1,1.0,18.0,0.0,2.0,33319.22,-10.18,163.24,163.24,95.79
49849,2003,1,1.0,0.0,1752.0,3.0,856.765,0.99,194.88,158.4,106.26
50056,2018,1,1.5,1.0,100.0,12.0,13708.59,-9.34,136.81,,
50161,2013,1,1.0,0.0,400.0,9.0,123500.44,2.51,119.47,,
50230,2010,1,1.0,1.0,1000.0,1.0,8257.4,18.92,122.1,,
50472,2004,1,1.0,1.0,0.0,4.0,15942.11,1.46,103.73,,
50574,2014,1,2.0,0.0,600.0,34.0,418317.13,-2.29,114.81,,
52033,2002,1,1.0,0.0,500.0,2.0,43981.36,0.31,144.82,,111.5
52175,2016,1,1.5,1.0,0.0,2.0,17367.94,7.11,131.96,,121.41
53103,1986,1,1.0,1.0,250.0,0.0,6562.47,,100.0,79.99,47.4
53807,2001,1,2.0,1.0,4400.0,30.0,63376.98,7.81,126.48,,107.81
53922,2004,1,2.0,0.0,500.0,11.0,28979.14,2.53,102.53,,
54646,2010,1,2.0,0.0,0.0,8.0,3873.19,-3.94,198.44,,134.13
58042,2006,1,1.0,1.0,0.0,26.0,15349.57,6.13,158.99,,146.27
58703,2011,1,2.0,0.0,16000.0,16.0,16000.97,8.51,348.77,281.42,190.23
59722,2018,1,1.0,0.0,195.0,7.0,55437.8,11.97,195.51,,
60047,1998,1,2.0,2.0,600.0,2.0,54155.77,2.08,321.88,120.52,89.47
60553,1997,1,1.0,0.0,700.0,4.0,30332.64,19.97,138.17,,94.87
61241,2001,1,2.0,0.0,200.0,2.0,24.3252,3.87,174.89,,103.87
61285,2004,1,1.0,1.0,150.0,4.0,117312.56,-6.88,93.12,,
61565,2008,1,1.0,0.0,0.0,7.0,313350.84,-0.5,129.28,,
61611,1985,1,2.0,4.0,2400.0,5.0,26266.14,-1.83,83.32,77.6,49.19
63077,2019,1,1.5,2.0,0.0,41.0,429706.84,2.24,204.69,,134.94
63366,1986,1,2.0,10.0,55000.0,17.0,107660.8,1.79,166.69,91.39,61.67
64075,1998,1,1.0,11.0,0.0,1.0,6064.27,6.69,149.75,143.98,86.05
64150,2017,1,1.5,1.0,36.0,4.0,4765.56,10.61,204.65,,142.17
64865,2007,1,1.5,26.0,2800.0,11.0,1216616.2,0.48,134.64,,122.29
67002,1999,1,1.0,4.0,50.0,7.0,263026.77,2.52,162.09,133.97,97.73
68405,2003,1,1.0,1.0,0.0,3.0,41056.59,-0.93,120.33,,109.14
69153,2002,1,1.0,1.0,0.0,2.0,712.688,3.96,123.06,,110.14
70056,2002,1,1.0,1.0,2500.0,3.0,31074.07,4.32,250.43,179.35,109.17
70068,2005,1,2.0,1053.0,500000.0,21.0,50377.42,8.15,237.49,189.37,128.65
70115,1995,1,1.0,6.0,20000.0,6.0,19344.57,4.35,175.22,115.72,66.8
70517,2021,1,1.5,95.0,0.0,0.0,39063.25,5.51,237.94,,178.88
70560,2016,1,2.0,13.0,40000.0,12.0,19554.02,-0.99,219.97,,152.47
70582,2019,1,1.5,0.0,50.0,4.0,58048.15,1.83,185.54,,175.11
70714,1990,1,1.0,0.0,150.0,4.0,7561.74,8.76,105.84,100.0,66.21
71301,2008,1,1.5,0.0,0.0,1.0,163438.25,-0.55,236.46,211.78,141.63
71483,2003,1,1.0,0.0,0.0,5.0,457677.64,2.14,118.44,,114.74
71953,2010,1,2.0,20.0,0.0,0.0,12234.56,-0.14,143.39,,133.28
72176,2001,1,1.0,3.0,100.0,8.0,45272.89,0.44,106.04,,100.44
74048,1998,1,1.0,1.0,2000.0,1.0,50302.57,,100.0,,87.57
74301,2019,1,2.0,0.0,4000.0,7.0,250078.73,2.12,148.26,,138.36
75068,2006,1,1.0,1.0,0.0,7.0,16205.26,1.96,175.79,,117.25
75652,1999,1,1.0,0.0,0.0,4.0,56744.18,1.15,101.15,,96.7
76001,2004,1,2.0,3.0,0.0,3.0,21194.51,0.41,127.14,137.43,111.3
76053,2007,1,1.5,8.0,5000.0,27.0,507778.21,3.1,155.77,176.64,124.7
76501,2004,1,1.0,0.0,200.0,5.0,114505.27,9.79,163.57,202.4,125.57
77074,2009,1,1.0,0.0,20000.0,10.0,6812.65,-4.44,200.56,225.9,139.73
77302,1994,1,1.0,19.0,10000.0,6.0,72987.24,2.64,126.38,119.16,78.99
77320,1998,1,1.0,0.0,100.0,2.0,15178.46,6.79,111.54,122.1,91.98
77320,2016,1,1.5,11.0,0.0,29.0,160371.39,4.09,204.03,223.36,168.26
77386,2017,1,2.0,0.0,0.0,1.0,336227.02,0.93,184.92,254.35,174.45
77471,2012,1,1.5,0.0,100.0,3.0,24530.67,2.53,187.31,190.04,143.0
77545,2019,1,2.0,6.0,0.0,3.0,33023.95,27.92,198.88,,
77904,2010,1,1.0,8.0,0.0,4.0,15031.48,2.0,160.53,183.37,141.2
78041,2003,1,2.0,0.0,50.0,12.0,62960.79,3.86,160.39,145.69,112.99
78612,2004,1,1.0,3.0,600.0,14.0,107063.04,0.3,124.92,,108.0
78642,2013,1,2.0,4.0,4800.0,10.0,38936.39,3.0,176.98,,139.37
78666,2007,1,1.0,2.0,0.0,2.0,11015.63,2.56,171.49,208.51,129.09
79765,1986,1,1.0,3.0,0.0,3.0,49574.37,-12.46,87.54,109.05,84.79
79915,2006,1,1.0,1.0,5000.0,11.0,3609.62,16.74,142.3,,149.71
80534,1997,1,1.0,5.0,400.0,7.0,15184.9,6.89,164.65,,79.25
81023,2013,1,2.0,10.0,11000.0,8.0,100404.04,5.29,137.43,,127.21
84040,1991,1,2.0,0.0,0.0,3.0,24977.94,3.1,185.95,103.1,58.91
84783,2005,1,2.0,1.0,850.0,3.0,71018.19,27.94,242.54,,155.11
85544,2017,1,2.0,9.0,0.0,1.0,9110.64,10.16,181.99,,155.23
89406,1999,1,1.0,2.0,0.0,1.0,4316.89,-0.39,215.85,116.95,96.57
89408,2008,1,1.0,0.0,1500.0,4.0,551.192,-23.42,235.28,196.98,139.88
90247,2003,1,1.0,18.0,0.0,1.0,254.649,14.57,625.07,131.34,143.59
90266,2018,1,2.0,15.0,1200.0,2.0,12771.17,1.77,2220.62,303.78,228.72
91755,1992,1,2.0,8.0,0.0,2.0,4604.18,-0.32,523.56,95.83,101.04
91776,2005,1,1.0,4.0,500.0,3.0,11751.45,23.91,1085.7,219.05,211.56
92277,2003,1,1.0,3.0,30.0,0.0,5002.79,9.95,121.32,,131.76
92404,2003,1,1.0,15.0,0.0,1.0,257.162,14.12,468.79,140.88,138.77
93066,2003,1,1.0,0.0,0.0,1.0,29456.33,10.38,273.69,170.12,141.22
93204,2018,1,1.5,0.0,0.0,5.0,72393.23,0.76,175.54,,
93313,2017,1,1.0,0.0,0.0,1.0,74443.11,3.2,296.88,204.97,186.52
94574,2016,1,1.5,1.0,36.0,5.0,74128.03,7.64,1222.65,383.21,206.74
95203,2004,1,1.0,0.0,300.0,130.0,607.755,19.54,667.67,217.39,188.06
95215,2018,1,1.5,0.0,30000.0,3.0,51513.38,13.53,733.52,283.39,225.87
95316,1997,1,2.0,20.0,100000.0,31.0,156686.54,-3.36,149.45,94.84,80.69
95340,1998,1,1.0,0.0,0.0,1.0,4080.72,3.79,337.04,103.79,89.98
95386,2006,1,1.0,1.0,600.0,13.0,44107.11,13.85,508.46,289.59,265.4
95451,2019,1,1.5,1.0,8000.0,7.0,21540.28,2.21,422.61,259.92,201.62
95457,2002,1,1.0,6.0,0.0,10.0,44627.03,4.88,164.31,,110.99
95633,2010,1,1.5,0.0,1000.0,9.0,355567.84,-6.73,153.79,153.79,124.03
95633,2017,1,1.5,5.0,14000.0,15.0,126994.99,6.33,214.42,214.42,172.92
96717,1991,1,1.0,0.0,200.0,6.0,875.511,,100.0,,109.08
96741,1991,1,1.0,3.0,200.0,2.0,1319.59,,100.0,,105.71
96741,1992,1,1.0,3.0,25000.0,2.0,2901.55,-2.15,97.85,,103.44
96741,2012,1,1.5,0.0,83.0,3.0,2046.16,1.26,155.73,,164.62
96744,1988,1,1.0,0.0,2800.0,1.0,385.696,17.33,280.54,63.92,61.25
96786,2006,1,1.0,0.0,0.0,13.0,3020.97,21.66,376.66,213.07,217.61
97112,1999,1,2.0,0.0,100.0,2.0,18279.39,3.47,103.47,,96.63
97304,1990,1,2.0,4.0,3000.0,2.0,86746.69,9.66,168.29,100.0,56.43
97344,2021,1,1.0,0.0,0.0,2.0,68968.0,1.51,270.35,,262.08
98012,2006,1,1.0,2.0,1500.0,5.0,57886.05,17.66,809.42,236.4,163.12
98053,1986,1,2.0,0.0,2000.0,3.0,26882.0,4.18,133.59,60.92,37.23
98252,1990,1,1.0,0.0,500.0,5.0,23287.94,26.63,158.63,100.0,64.47
98387,1997,1,1.0,4.0,600.0,4.0,65906.03,3.11,187.35,142.86,89.75
98501,2009,1,1.5,9.0,0.0,1.0,47811.61,-5.55,577.53,281.05,170.92
98503,2008,1,1.5,2.0,0.0,6.0,75156.68,-1.42,578.9,289.04,181.96
98506,2007,1,1.0,2.0,1100.0,4.0,41684.03,4.41,653.48,320.03,188.83
99669,2002,1,2.0,0.0,0.0,4.0,13912.96,1.72,116.2,,107.77
99705,1991,1,1.0,2.0,800.0,4.0,22130.06,20.76,72.44,120.76,69.72
99705,2003,1,1.0,0.0,0.0,4.0,1681.67,4.43,113.15,188.63,108.9
99709,2003,1,1.0,0.0,0.0,5.0,6718.98,2.88,246.91,162.72,110.3
99824,2014,1,1.0,0.0,0.0,3.0,2950.82,6.54,176.14,,156.0
